id,sentiment,kfold,rf_svd_pred
4506_10,1,1,0.63
9004_7,1,1,0.66
2102_10,1,1,0.74
9441_9,1,1,0.54
9064_7,1,1,0.69
1501_7,1,1,0.67
5449_1,0,1,0.21
181_2,0,1,0.33
216_4,0,1,0.21
694_2,0,1,0.41
6349_4,0,1,0.57
832_8,1,1,0.39
1631_1,0,1,0.36
9197_1,0,1,0.16
1142_10,1,1,0.43
7130_10,1,1,0.57
8496_4,0,1,0.3
11581_10,1,1,0.69
11303_4,0,1,0.44
6867_1,0,1,0.26
5658_10,1,1,0.55
9447_1,0,1,0.22
1675_4,0,1,0.31
12040_4,0,1,0.31
1673_2,0,1,0.61
5224_10,1,1,0.29
12019_4,0,1,0.4
7773_1,0,1,0.22
2738_1,0,1,0.24
6732_4,0,1,0.48
8017_9,1,1,0.69
9891_10,1,1,0.77
7905_10,1,1,0.51
12242_3,0,1,0.3
11431_10,1,1,0.56
11266_10,1,1,0.56
10904_3,0,1,0.49
5317_7,1,1,0.5
502_1,0,1,0.42
11309_9,1,1,0.69
11420_1,0,1,0.48
2848_3,0,1,0.42
10284_9,1,1,0.87
11964_7,1,1,0.31
5558_4,0,1,0.57
4794_8,1,1,0.79
4773_1,0,1,0.51
10973_4,0,1,0.53
4114_9,1,1,0.5
11137_1,0,1,0.2
5350_2,0,1,0.47
3583_1,0,1,0.28
5962_7,1,1,0.71
5624_3,0,1,0.7
11626_1,0,1,0.68
1131_7,1,1,0.72
83_3,0,1,0.45
3490_8,1,1,0.58
5549_2,0,1,0.31
6947_1,0,1,0.34
5946_4,0,1,0.43
2858_1,0,1,0.44
1984_10,1,1,0.82
7723_10,1,1,0.65
3348_7,1,1,0.79
144_2,0,1,0.24
1706_3,0,1,0.26
1496_2,0,1,0.17
12444_10,1,1,0.55
5507_4,0,1,0.53
11124_10,1,1,0.58
3452_8,1,1,0.55
3416_10,1,1,0.59
6062_10,1,1,0.66
3081_9,1,1,0.56
7998_1,0,1,0.18
3115_8,1,1,0.71
1320_1,0,1,0.37
7792_1,0,1,0.38
5221_7,1,1,0.52
5093_10,1,1,0.58
5734_9,1,1,0.61
9415_8,1,1,0.38
2457_2,0,1,0.44
225_2,0,1,0.26
1456_1,0,1,0.43
2852_3,0,1,0.55
8407_7,1,1,0.51
8213_4,0,1,0.56
6654_7,1,1,0.61
7021_1,0,1,0.45
7428_1,0,1,0.25
10621_3,0,1,0.48
4273_10,1,1,0.57
5220_8,1,1,0.67
10209_7,1,1,0.51
4603_4,0,1,0.48
6762_9,1,1,0.58
2890_3,0,1,0.38
3631_7,1,1,0.4
3330_7,1,1,0.7
7333_10,1,1,0.83
5107_1,0,1,0.53
10350_1,0,1,0.46
10_2,0,1,0.26
3381_1,0,1,0.28
5676_1,0,1,0.32
5997_9,1,1,0.57
9801_10,1,1,0.42
3096_1,0,1,0.13
4417_1,0,1,0.59
5157_1,0,1,0.48
2499_10,1,1,0.67
8519_10,1,1,0.48
7050_3,0,1,0.33
3640_3,0,1,0.16
1843_1,0,1,0.29
11117_3,0,1,0.56
11764_10,1,1,0.77
9262_3,0,1,0.32
8439_3,0,1,0.52
9650_10,1,1,0.85
8490_7,1,1,0.52
1168_8,1,1,0.65
5079_8,1,1,0.6
8867_1,0,1,0.32
5816_10,1,1,0.69
11348_4,0,1,0.56
8734_1,0,1,0.33
4132_7,1,1,0.53
4304_1,0,1,0.44
3259_7,1,1,0.52
11174_8,1,1,0.53
557_2,0,1,0.63
2260_10,1,1,0.62
7624_4,0,1,0.49
11000_10,1,1,0.43
9122_1,0,1,0.42
2417_9,1,1,0.63
5127_4,0,1,0.72
7791_1,0,1,0.26
9857_1,0,1,0.27
579_1,0,1,0.12
12443_1,0,1,0.36
6633_1,0,1,0.24
6404_2,0,1,0.24
1189_4,0,1,0.55
5676_9,1,1,0.79
6744_8,1,1,0.75
11675_10,1,1,0.57
505_9,1,1,0.31
2012_8,1,1,0.84
10967_4,0,1,0.16
10402_1,0,1,0.19
5548_7,1,1,0.77
9898_10,1,1,0.56
2914_8,1,1,0.65
10166_7,1,1,0.36
11180_3,0,1,0.41
10700_8,1,1,0.53
9270_2,0,1,0.32
6118_1,0,1,0.41
3415_2,0,1,0.39
3582_8,1,1,0.74
4012_8,1,1,0.36
10297_8,1,1,0.81
8326_7,1,1,0.48
3649_9,1,1,0.59
2550_9,1,1,0.68
12306_2,0,1,0.36
6717_3,0,1,0.19
5623_2,0,1,0.66
8730_8,1,1,0.68
670_7,1,1,0.66
12127_1,0,1,0.22
1434_10,1,1,0.66
11466_10,1,1,0.34
9989_2,0,1,0.21
10773_9,1,1,0.75
425_10,1,1,0.77
1715_3,0,1,0.49
2601_3,0,1,0.71
4409_10,1,1,0.6
1923_10,1,1,0.76
12268_1,0,1,0.24
1435_8,1,1,0.73
714_2,0,1,0.26
3759_1,0,1,0.29
4907_8,1,1,0.78
9831_8,1,1,0.53
11954_9,1,1,0.48
6532_8,1,1,0.68
1497_8,1,1,0.6
11949_8,1,1,0.42
8295_7,1,1,0.59
10419_1,0,1,0.32
10456_10,1,1,0.65
2924_4,0,1,0.36
4057_1,0,1,0.44
12158_7,1,1,0.6
6451_8,1,1,0.36
8435_10,1,1,0.66
3119_4,0,1,0.38
10679_3,0,1,0.47
487_8,1,1,0.81
8699_1,0,1,0.22
6182_7,1,1,0.61
1396_2,0,1,0.31
10185_10,1,1,0.63
3928_7,1,1,0.41
11434_7,1,1,0.49
1941_1,0,1,0.2
145_2,0,1,0.15
2275_7,1,1,0.72
4432_2,0,1,0.47
2635_2,0,1,0.32
5694_4,0,1,0.4
9530_4,0,1,0.49
11506_8,1,1,0.66
9022_10,1,1,0.59
10646_8,1,1,0.62
8567_10,1,1,0.75
6785_8,1,1,0.64
11998_9,1,1,0.42
8430_9,1,1,0.72
11073_2,0,1,0.27
4077_1,0,1,0.21
10902_1,0,1,0.22
3999_4,0,1,0.53
255_3,0,1,0.24
10430_9,1,1,0.65
6209_8,1,1,0.62
3548_8,1,1,0.8
9295_1,0,1,0.43
9566_7,1,1,0.5
3713_3,0,1,0.37
8030_3,0,1,0.41
7553_2,0,1,0.29
2851_4,0,1,0.6
8487_1,0,1,0.15
5310_10,1,1,0.59
9263_1,0,1,0.37
7470_1,0,1,0.67
1555_8,1,1,0.85
8651_9,1,1,0.49
2228_1,0,1,0.47
6571_10,1,1,0.74
11710_4,0,1,0.33
5838_4,0,1,0.41
5400_4,0,1,0.37
5378_3,0,1,0.44
4341_1,0,1,0.27
712_9,1,1,0.59
10016_4,0,1,0.29
2735_10,1,1,0.57
3578_7,1,1,0.45
3182_8,1,1,0.77
8503_8,1,1,0.41
6412_9,1,1,0.55
12429_1,0,1,0.25
2174_1,0,1,0.36
8837_8,1,1,0.55
1588_8,1,1,0.43
120_1,0,1,0.19
7209_8,1,1,0.59
6184_4,0,1,0.27
9340_4,0,1,0.52
10121_3,0,1,0.52
12416_3,0,1,0.31
3918_3,0,1,0.28
2768_8,1,1,0.78
11658_10,1,1,0.71
1719_7,1,1,0.65
715_10,1,1,0.45
3240_10,1,1,0.45
8466_9,1,1,0.4
4381_10,1,1,0.54
4404_4,0,1,0.62
6271_9,1,1,0.7
12235_2,0,1,0.61
9033_9,1,1,0.76
9881_8,1,1,0.42
97_1,0,1,0.28
439_9,1,1,0.79
5383_4,0,1,0.39
4631_2,0,1,0.23
8656_4,0,1,0.34
1065_1,0,1,0.27
1126_3,0,1,0.23
2992_7,1,1,0.39
5283_7,1,1,0.44
11587_10,1,1,0.68
10720_9,1,1,0.58
6728_3,0,1,0.53
8280_1,0,1,0.28
6241_10,1,1,0.37
1482_1,0,1,0.23
5061_8,1,1,0.76
9023_4,0,1,0.39
840_1,0,1,0.28
9852_7,1,1,0.63
11974_10,1,1,0.67
7357_1,0,1,0.27
14_2,0,1,0.34
11458_7,1,1,0.55
11959_2,0,1,0.25
1441_9,1,1,0.69
3861_10,1,1,0.76
12454_7,1,1,0.4
238_4,0,1,0.59
4007_9,1,1,0.65
3145_3,0,1,0.5
10194_10,1,1,0.21
10421_7,1,1,0.71
10949_1,0,1,0.28
10437_7,1,1,0.67
3983_10,1,1,0.55
11612_3,0,1,0.48
1135_9,1,1,0.64
10657_3,0,1,0.48
4505_2,0,1,0.41
8072_1,0,1,0.28
1877_7,1,1,0.63
455_10,1,1,0.48
10862_3,0,1,0.37
675_3,0,1,0.44
2122_4,0,1,0.54
6178_7,1,1,0.53
1795_2,0,1,0.2
11674_10,1,1,0.69
4034_9,1,1,0.74
6356_1,0,1,0.3
11523_2,0,1,0.21
1470_10,1,1,0.61
10849_1,0,1,0.29
6847_3,0,1,0.79
9351_1,0,1,0.36
900_10,1,1,0.79
6627_2,0,1,0.47
6406_4,0,1,0.59
6647_2,0,1,0.29
9526_2,0,1,0.2
4340_2,0,1,0.27
8211_7,1,1,0.53
11990_1,0,1,0.27
2371_8,1,1,0.54
10716_3,0,1,0.55
8517_8,1,1,0.66
12107_4,0,1,0.26
10472_1,0,1,0.15
8803_10,1,1,0.36
11837_2,0,1,0.3
9780_10,1,1,0.68
11669_9,1,1,0.73
11747_8,1,1,0.79
12439_1,0,1,0.27
9248_9,1,1,0.78
11327_4,0,1,0.51
11684_8,1,1,0.74
1545_3,0,1,0.5
9642_10,1,1,0.61
5326_2,0,1,0.19
6166_10,1,1,0.78
11864_8,1,1,0.71
9448_1,0,1,0.48
4301_10,1,1,0.66
2679_8,1,1,0.5
8064_10,1,1,0.87
9409_4,0,1,0.46
11138_10,1,1,0.67
2326_3,0,1,0.42
9484_10,1,1,0.63
262_4,0,1,0.57
2634_7,1,1,0.73
2053_1,0,1,0.31
10733_4,0,1,0.37
3615_9,1,1,0.47
4969_3,0,1,0.35
7629_3,0,1,0.46
4991_10,1,1,0.76
156_1,0,1,0.2
10036_8,1,1,0.75
8929_8,1,1,0.55
7683_4,0,1,0.57
8163_8,1,1,0.77
6471_2,0,1,0.26
953_4,0,1,0.39
2539_10,1,1,0.52
12208_8,1,1,0.39
3826_1,0,1,0.25
2591_7,1,1,0.58
2819_10,1,1,0.78
9315_1,0,1,0.21
2099_10,1,1,0.78
8338_3,0,1,0.64
4929_7,1,1,0.32
4416_9,1,1,0.67
349_4,0,1,0.33
4551_1,0,1,0.31
1891_3,0,1,0.31
10138_3,0,1,0.45
3203_1,0,1,0.23
2380_1,0,1,0.59
2408_8,1,1,0.42
1480_1,0,1,0.24
10290_8,1,1,0.78
4512_9,1,1,0.62
523_1,0,1,0.65
11791_8,1,1,0.7
10737_10,1,1,0.51
8433_4,0,1,0.6
6073_9,1,1,0.56
2193_10,1,1,0.74
5579_8,1,1,0.66
6005_4,0,1,0.25
6384_2,0,1,0.3
12385_7,1,1,0.58
1520_1,0,1,0.29
2755_10,1,1,0.71
1491_2,0,1,0.37
7342_2,0,1,0.47
9455_1,0,1,0.12
10563_1,0,1,0.16
11269_1,0,1,0.33
9629_1,0,1,0.65
3710_1,0,1,0.3
11359_2,0,1,0.52
1117_10,1,1,0.69
8638_1,0,1,0.43
11284_8,1,1,0.68
3025_7,1,1,0.61
12182_8,1,1,0.66
1453_2,0,1,0.24
4468_1,0,1,0.59
8258_9,1,1,0.64
4884_10,1,1,0.61
418_4,0,1,0.56
11981_4,0,1,0.22
6408_10,1,1,0.83
508_9,1,1,0.67
95_3,0,1,0.31
1443_8,1,1,0.39
3406_10,1,1,0.69
6060_3,0,1,0.39
10669_2,0,1,0.5
5502_10,1,1,0.53
9673_7,1,1,0.49
2416_2,0,1,0.34
7529_3,0,1,0.54
905_1,0,1,0.52
6694_1,0,1,0.44
8751_2,0,1,0.48
3249_2,0,1,0.35
8220_1,0,1,0.19
3936_2,0,1,0.2
649_4,0,1,0.4
4937_7,1,1,0.76
1008_10,1,1,0.49
8346_1,0,1,0.4
9498_1,0,1,0.39
8369_1,0,1,0.5
878_3,0,1,0.64
10785_10,1,1,0.63
9138_1,0,1,0.19
3359_1,0,1,0.39
621_10,1,1,0.81
12330_4,0,1,0.33
5882_1,0,1,0.37
3810_4,0,1,0.49
3274_8,1,1,0.56
5842_1,0,1,0.36
11434_2,0,1,0.33
5184_9,1,1,0.61
619_1,0,1,0.42
9343_8,1,1,0.5
7997_10,1,1,0.7
3264_1,0,1,0.28
6973_3,0,1,0.39
12325_3,0,1,0.35
3685_8,1,1,0.6
11214_7,1,1,0.59
7340_8,1,1,0.72
9075_1,0,1,0.39
1605_10,1,1,0.84
6392_10,1,1,0.51
3111_1,0,1,0.18
6389_2,0,1,0.51
10450_1,0,1,0.22
1662_7,1,1,0.5
611_4,0,1,0.5
7486_8,1,1,0.64
1206_10,1,1,0.77
4555_9,1,1,0.74
10277_9,1,1,0.59
6494_10,1,1,0.73
2319_8,1,1,0.45
8293_8,1,1,0.65
5329_9,1,1,0.46
3771_10,1,1,0.82
8118_3,0,1,0.49
4441_7,1,1,0.61
530_3,0,1,0.45
7439_9,1,1,0.78
7921_10,1,1,0.44
9241_10,1,1,0.34
10573_3,0,1,0.24
11314_8,1,1,0.6
8403_4,0,1,0.39
11874_10,1,1,0.66
354_9,1,1,0.66
4960_9,1,1,0.6
5743_10,1,1,0.68
5352_7,1,1,0.74
333_3,0,1,0.21
1917_1,0,1,0.22
5580_2,0,1,0.14
7154_3,0,1,0.48
8510_7,1,1,0.64
4334_10,1,1,0.72
1959_7,1,1,0.43
117_10,1,1,0.78
4918_7,1,1,0.78
4587_1,0,1,0.39
8691_1,0,1,0.18
11014_1,0,1,0.25
11470_3,0,1,0.14
2911_3,0,1,0.36
3127_3,0,1,0.35
6126_10,1,1,0.56
11445_3,0,1,0.59
5396_3,0,1,0.52
1025_8,1,1,0.75
11832_7,1,1,0.33
2208_4,0,1,0.41
2764_10,1,1,0.71
11726_4,0,1,0.6
5241_7,1,1,0.75
2573_10,1,1,0.58
7738_8,1,1,0.6
11722_8,1,1,0.51
443_3,0,1,0.47
10569_1,0,1,0.39
11364_10,1,1,0.72
8209_8,1,1,0.65
10891_1,0,1,0.42
1074_4,0,1,0.18
5523_8,1,1,0.68
9153_8,1,1,0.43
9208_1,0,1,0.44
5748_4,0,1,0.31
8811_1,0,1,0.31
7871_9,1,1,0.69
9713_10,1,1,0.71
2296_3,0,1,0.38
12244_7,1,1,0.6
1323_1,0,1,0.33
11039_8,1,1,0.34
6872_2,0,1,0.48
5174_10,1,1,0.63
4597_8,1,1,0.72
5803_1,0,1,0.4
5440_2,0,1,0.56
5444_8,1,1,0.67
7140_1,0,1,0.55
3299_10,1,1,0.66
7946_10,1,1,0.89
10571_8,1,1,0.62
3692_10,1,1,0.73
8312_10,1,1,0.75
2328_10,1,1,0.52
2569_3,0,1,0.62
11514_1,0,1,0.53
8445_4,0,1,0.42
5544_3,0,1,0.29
11451_3,0,1,0.13
7479_8,1,1,0.71
9506_1,0,1,0.24
3735_4,0,1,0.53
11856_10,1,1,0.6
1573_1,0,1,0.26
4524_2,0,1,0.51
3707_7,1,1,0.43
527_4,0,1,0.68
6391_2,0,1,0.23
5563_8,1,1,0.61
609_9,1,1,0.78
11463_9,1,1,0.69
10425_3,0,1,0.48
8388_7,1,1,0.52
9904_8,1,1,0.44
3358_9,1,1,0.85
3012_1,0,1,0.34
133_2,0,1,0.23
4737_3,0,1,0.54
4034_2,0,1,0.38
1879_1,0,1,0.21
2997_7,1,1,0.9
361_10,1,1,0.57
6030_10,1,1,0.51
9542_1,0,1,0.43
4969_7,1,1,0.77
3120_8,1,1,0.52
10076_9,1,1,0.75
5612_8,1,1,0.85
6464_9,1,1,0.73
9025_9,1,1,0.54
6084_4,0,1,0.54
6471_10,1,1,0.43
1374_8,1,1,0.63
9658_7,1,1,0.74
12361_4,0,1,0.48
6543_9,1,1,0.83
4199_7,1,1,0.59
5127_10,1,1,0.64
8117_8,1,1,0.64
4590_1,0,1,0.37
2677_9,1,1,0.67
79_4,0,1,0.47
11451_8,1,1,0.36
12390_4,0,1,0.39
11655_10,1,1,0.73
10856_2,0,1,0.31
6298_2,0,1,0.13
898_1,0,1,0.64
1825_10,1,1,0.59
5619_9,1,1,0.53
5436_2,0,1,0.41
6872_7,1,1,0.59
5404_1,0,1,0.22
6860_2,0,1,0.29
8004_2,0,1,0.33
4480_9,1,1,0.61
3880_8,1,1,0.59
1742_1,0,1,0.17
2576_8,1,1,0.57
3866_7,1,1,0.76
9196_1,0,1,0.2
9204_10,1,1,0.66
522_1,0,1,0.49
1240_1,0,1,0.6
3623_3,0,1,0.45
4331_2,0,1,0.38
5233_10,1,1,0.62
10565_3,0,1,0.66
5785_10,1,1,0.53
7433_4,0,1,0.52
12005_1,0,1,0.32
9215_7,1,1,0.39
5832_4,0,1,0.41
2435_8,1,1,0.74
9232_8,1,1,0.53
8836_1,0,1,0.45
8798_8,1,1,0.59
2579_8,1,1,0.74
3152_2,0,1,0.16
777_7,1,1,0.77
1841_7,1,1,0.65
5374_8,1,1,0.76
7182_10,1,1,0.64
1146_7,1,1,0.7
9541_8,1,1,0.44
10289_1,0,1,0.53
11792_1,0,1,0.25
3106_1,0,1,0.52
12331_2,0,1,0.27
6928_2,0,1,0.4
12461_1,0,1,0.57
4948_7,1,1,0.4
6776_7,1,1,0.58
9699_3,0,1,0.2
5585_1,0,1,0.62
1330_9,1,1,0.85
9695_10,1,1,0.62
5715_10,1,1,0.6
2348_10,1,1,0.62
6041_1,0,1,0.55
6091_1,0,1,0.21
10690_10,1,1,0.34
6380_9,1,1,0.67
11283_1,0,1,0.11
8012_1,0,1,0.22
10008_7,1,1,0.54
7466_1,0,1,0.28
9467_1,0,1,0.41
2993_10,1,1,0.68
11276_1,0,1,0.46
5387_3,0,1,0.28
2035_1,0,1,0.33
4878_10,1,1,0.74
10218_3,0,1,0.33
10262_10,1,1,0.73
6304_8,1,1,0.55
2404_8,1,1,0.5
1208_9,1,1,0.52
10536_10,1,1,0.42
5280_8,1,1,0.6
11973_4,0,1,0.35
3489_2,0,1,0.34
8810_1,0,1,0.23
10118_4,0,1,0.65
4105_10,1,1,0.69
8480_3,0,1,0.39
9863_10,1,1,0.6
12291_10,1,1,0.64
12339_10,1,1,0.59
9532_3,0,1,0.53
10998_1,0,1,0.39
10637_2,0,1,0.47
11935_2,0,1,0.63
4334_1,0,1,0.34
5607_7,1,1,0.71
2847_2,0,1,0.34
4188_4,0,1,0.34
3991_7,1,1,0.61
7830_4,0,1,0.54
10736_10,1,1,0.53
8301_1,0,1,0.5
12030_9,1,1,0.75
2433_8,1,1,0.47
10933_10,1,1,0.62
1716_1,0,1,0.39
196_9,1,1,0.66
3255_2,0,1,0.55
5034_4,0,1,0.5
8068_9,1,1,0.61
10292_3,0,1,0.52
736_4,0,1,0.61
1912_9,1,1,0.55
1248_1,0,1,0.35
913_10,1,1,0.7
2300_1,0,1,0.52
9578_4,0,1,0.2
7179_1,0,1,0.44
154_3,0,1,0.28
4817_10,1,1,0.77
9021_2,0,1,0.28
8129_3,0,1,0.23
9930_1,0,1,0.47
3530_7,1,1,0.6
3951_10,1,1,0.4
1880_4,0,1,0.69
5531_2,0,1,0.41
132_3,0,1,0.57
20_1,0,1,0.31
4010_2,0,1,0.48
11412_1,0,1,0.15
3040_8,1,1,0.74
8066_4,0,1,0.49
5413_10,1,1,0.68
9731_4,0,1,0.46
8610_2,0,1,0.51
5285_3,0,1,0.57
4746_8,1,1,0.47
7822_1,0,1,0.37
1794_7,1,1,0.76
11800_8,1,1,0.73
2923_4,0,1,0.44
5884_10,1,1,0.56
1346_9,1,1,0.81
8169_8,1,1,0.63
925_10,1,1,0.48
1629_1,0,1,0.41
10249_1,0,1,0.38
5532_2,0,1,0.2
7676_9,1,1,0.64
1688_9,1,1,0.51
4151_10,1,1,0.67
8932_9,1,1,0.53
9216_10,1,1,0.33
1910_9,1,1,0.59
8217_1,0,1,0.31
2843_7,1,1,0.61
6649_8,1,1,0.61
3630_7,1,1,0.78
4713_8,1,1,0.8
10959_4,0,1,0.31
6855_10,1,1,0.58
8073_8,1,1,0.85
841_10,1,1,0.66
11918_10,1,1,0.71
8290_2,0,1,0.48
4241_10,1,1,0.73
1212_8,1,1,0.65
11857_10,1,1,0.49
8814_4,0,1,0.62
7727_3,0,1,0.27
979_8,1,1,0.86
8523_4,0,1,0.4
5083_1,0,1,0.18
4610_4,0,1,0.38
1639_10,1,1,0.59
7250_8,1,1,0.39
1478_4,0,1,0.47
11889_7,1,1,0.47
10707_1,0,1,0.17
7706_7,1,1,0.65
9606_4,0,1,0.28
4452_4,0,1,0.45
2241_7,1,1,0.84
9954_8,1,1,0.62
6805_10,1,1,0.76
1965_7,1,1,0.57
7666_2,0,1,0.23
7966_9,1,1,0.78
360_4,0,1,0.47
7944_9,1,1,0.68
8801_1,0,1,0.44
9368_8,1,1,0.84
2802_10,1,1,0.66
11181_10,1,1,0.4
9910_1,0,1,0.22
11469_4,0,1,0.34
2097_4,0,1,0.35
1661_8,1,1,0.62
1315_10,1,1,0.53
3823_4,0,1,0.35
6136_2,0,1,0.55
2548_1,0,1,0.27
6369_3,0,1,0.25
3673_8,1,1,0.71
12259_1,0,1,0.34
5160_1,0,1,0.59
2161_10,1,1,0.73
10306_8,1,1,0.64
10663_8,1,1,0.83
6035_1,0,1,0.21
11852_1,0,1,0.28
5086_7,1,1,0.41
11713_1,0,1,0.25
8432_10,1,1,0.4
4139_1,0,1,0.49
1674_2,0,1,0.23
281_1,0,1,0.11
10119_7,1,1,0.43
8324_1,0,1,0.29
9512_1,0,1,0.26
1058_1,0,1,0.57
3849_4,0,1,0.59
9332_3,0,1,0.39
2973_9,1,1,0.55
7018_3,0,1,0.5
8698_10,1,1,0.78
11758_7,1,1,0.42
7089_9,1,1,0.72
263_4,0,1,0.25
8360_9,1,1,0.73
125_1,0,1,0.43
11225_3,0,1,0.47
1102_8,1,1,0.73
4467_1,0,1,0.39
7197_7,1,1,0.78
4566_1,0,1,0.29
11069_1,0,1,0.34
5066_8,1,1,0.62
4133_1,0,1,0.23
10904_10,1,1,0.6
11422_8,1,1,0.68
4316_10,1,1,0.53
9422_9,1,1,0.63
4198_7,1,1,0.64
8838_4,0,1,0.7
4924_1,0,1,0.39
10236_8,1,1,0.47
7464_10,1,1,0.68
391_4,0,1,0.45
8205_8,1,1,0.78
7794_7,1,1,0.76
9620_2,0,1,0.2
5401_2,0,1,0.28
11254_1,0,1,0.29
11130_9,1,1,0.6
4645_9,1,1,0.68
6428_8,1,1,0.51
8241_7,1,1,0.66
7039_1,0,1,0.24
6226_1,0,1,0.3
6294_10,1,1,0.43
9159_10,1,1,0.73
1849_1,0,1,0.37
469_2,0,1,0.18
1619_1,0,1,0.47
4727_7,1,1,0.77
5104_1,0,1,0.23
3801_1,0,1,0.42
3417_4,0,1,0.53
2339_1,0,1,0.26
10496_4,0,1,0.45
6986_8,1,1,0.44
6208_1,0,1,0.46
2471_10,1,1,0.62
9256_1,0,1,0.33
7328_8,1,1,0.56
9768_2,0,1,0.32
1106_1,0,1,0.15
5718_7,1,1,0.44
5573_10,1,1,0.73
12196_3,0,1,0.5
9810_7,1,1,0.52
6643_4,0,1,0.15
6892_8,1,1,0.3
6843_4,0,1,0.71
6233_9,1,1,0.61
3179_2,0,1,0.32
5049_9,1,1,0.58
7144_2,0,1,0.31
3734_9,1,1,0.77
4809_10,1,1,0.77
12150_7,1,1,0.53
6634_10,1,1,0.71
11390_10,1,1,0.65
6912_1,0,1,0.24
11258_8,1,1,0.5
2158_3,0,1,0.66
9462_1,0,1,0.27
2712_2,0,1,0.12
2226_4,0,1,0.58
12131_7,1,1,0.77
3178_8,1,1,0.7
11974_4,0,1,0.21
10678_4,0,1,0.22
6236_1,0,1,0.42
12077_8,1,1,0.63
9733_8,1,1,0.64
8051_7,1,1,0.58
4811_8,1,1,0.75
3524_9,1,1,0.52
1153_2,0,1,0.34
8371_10,1,1,0.88
11738_2,0,1,0.28
10541_10,1,1,0.5
10190_1,0,1,0.3
8416_1,0,1,0.46
7978_8,1,1,0.68
9627_2,0,1,0.38
9882_3,0,1,0.33
2762_9,1,1,0.63
5426_2,0,1,0.54
9797_1,0,1,0.5
4544_10,1,1,0.58
10197_7,1,1,0.74
10792_1,0,1,0.27
11605_1,0,1,0.24
11127_9,1,1,0.47
5142_10,1,1,0.3
2448_8,1,1,0.47
9045_9,1,1,0.53
726_3,0,1,0.62
10997_10,1,1,0.73
6628_7,1,1,0.82
8147_10,1,1,0.52
9043_7,1,1,0.67
3908_4,0,1,0.4
5355_1,0,1,0.11
6566_4,0,1,0.36
9793_1,0,1,0.39
1967_4,0,1,0.4
9867_1,0,1,0.23
12307_3,0,1,0.51
4651_3,0,1,0.46
4475_8,1,1,0.74
6870_4,0,1,0.73
11212_8,1,1,0.49
10555_8,1,1,0.27
7245_4,0,1,0.41
5673_9,1,1,0.65
7538_7,1,1,0.43
2137_8,1,1,0.72
7396_1,0,1,0.32
808_2,0,1,0.69
6063_10,1,1,0.22
11843_10,1,1,0.73
12046_10,1,1,0.48
11665_8,1,1,0.66
11406_9,1,1,0.69
807_2,0,1,0.29
9893_4,0,1,0.39
5207_3,0,1,0.71
9149_9,1,1,0.39
1224_1,0,1,0.47
6117_1,0,1,0.36
3651_10,1,1,0.69
6745_8,1,1,0.69
10202_10,1,1,0.56
9313_1,0,1,0.49
7287_7,1,1,0.27
8010_1,0,1,0.52
3796_1,0,1,0.41
311_9,1,1,0.66
3870_9,1,1,0.54
10626_7,1,1,0.44
5051_1,0,1,0.5
6447_8,1,1,0.65
4084_7,1,1,0.37
9076_1,0,1,0.4
147_4,0,1,0.23
10427_8,1,1,0.75
1256_3,0,1,0.66
12254_2,0,1,0.17
3588_8,1,1,0.6
3501_1,0,1,0.41
3587_3,0,1,0.29
3663_4,0,1,0.49
8541_10,1,1,0.84
11146_8,1,1,0.76
4074_10,1,1,0.85
852_7,1,1,0.52
2959_10,1,1,0.72
2274_9,1,1,0.54
2276_7,1,1,0.52
5631_8,1,1,0.82
11677_8,1,1,0.72
6614_4,0,1,0.4
11017_4,0,1,0.28
2617_10,1,1,0.55
7119_10,1,1,0.82
7378_4,0,1,0.62
2832_4,0,1,0.61
8548_10,1,1,0.33
2686_1,0,1,0.31
8723_2,0,1,0.43
2096_3,0,1,0.27
1960_7,1,1,0.5
4219_4,0,1,0.25
10445_10,1,1,0.74
9513_1,0,1,0.24
6981_1,0,1,0.2
6662_1,0,1,0.44
2429_1,0,1,0.26
8139_10,1,1,0.58
1719_1,0,1,0.12
5583_4,0,1,0.25
10882_8,1,1,0.55
708_8,1,1,0.47
10259_1,0,1,0.36
12399_9,1,1,0.72
11492_1,0,1,0.37
9516_8,1,1,0.79
9297_1,0,1,0.2
3583_10,1,1,0.3
3466_7,1,1,0.5
6728_8,1,1,0.48
12367_2,0,1,0.66
8747_3,0,1,0.44
9230_1,0,1,0.44
6411_10,1,1,0.91
5935_9,1,1,0.33
5731_7,1,1,0.54
6277_7,1,1,0.62
1184_7,1,1,0.63
11504_8,1,1,0.62
8145_1,0,1,0.36
6850_7,1,1,0.35
9651_3,0,1,0.23
10055_7,1,1,0.64
974_10,1,1,0.69
12495_7,1,1,0.33
5300_4,0,1,0.63
5496_9,1,1,0.61
3040_1,0,1,0.32
4554_1,0,1,0.65
5157_7,1,1,0.68
11209_3,0,1,0.08
6994_1,0,1,0.59
8608_9,1,1,0.49
941_10,1,1,0.72
5444_1,0,1,0.33
409_10,1,1,0.63
9703_9,1,1,0.63
5953_1,0,1,0.04
6787_1,0,1,0.37
245_1,0,1,0.47
11660_7,1,1,0.8
6976_4,0,1,0.76
2855_4,0,1,0.42
4572_10,1,1,0.43
4611_10,1,1,0.6
2329_10,1,1,0.78
7047_10,1,1,0.5
7060_1,0,1,0.24
6767_4,0,1,0.54
10888_1,0,1,0.39
